"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Comparison"
"GO:0043312","neutrophil degranulation","3/241","12/18805",0.25,19.5072614107884,7.30689031513629,0.000419858885804765,0.140236204030199,0.131999667898322,"PRAM1/STXBP2/ITGB2",3,"REM_vs_REL"
"GO:0070944","neutrophil-mediated killing of bacterium","3/241","12/18805",0.25,19.5072614107884,7.30689031513629,0.000419858885804765,0.140236204030199,0.131999667898322,"AZU1/ELANE/TUSC2",3,"REM_vs_REL"
"GO:0050851","antigen receptor-mediated signaling pathway","10/241","213/18805",0.0469483568075117,3.66333547620439,4.45400277271673,0.000438959974334906,0.140236204030199,0.131999667898322,"PRAM1/SPPL3/CD3E/CD3D/CD3G/BCL2/LAX1/THEMIS2/FOSL2/CMTM3",10,"REM_vs_REL"
"GO:0072659","protein localization to plasma membrane","12/241","295/18805",0.0406779661016949,3.1740628736198,4.2882269408735,0.000444937757259345,0.140236204030199,0.131999667898322,"RHOG/PRAM1/LAMA5/VAMP8/VAMP5/TMEM150A/EHD1/BSG/PALM/RAB8A/ATP2B4/TSPAN33",12,"REM_vs_REL"
"GO:0042832","defense response to protozoan","4/241","29/18805",0.137931034482759,10.7626269852626,5.99462498203322,0.000485733140031137,0.140236204030199,0.131999667898322,"CCDC88B/BATF/IRF8/GBP2",4,"REM_vs_REL"
"GO:0050792","regulation of viral process","8/241","142/18805",0.0563380281690141,4.39600257144527,4.62827672176813,0.000497675258754122,0.140236204030199,0.131999667898322,"P4HB/RAD23A/CLEC4G/DYNLT1/ADARB1/BSG/BCL2/BST2",8,"REM_vs_REL"
"GO:0044403","biological process involved in symbiotic interaction","10/241","220/18805",0.0454545454545455,3.54677480196152,4.3293078076025,0.000565155488815572,0.140236204030199,0.131999667898322,"P4HB/CLEC4G/DYNLT1/SLAMF1/VAMP8/BSG/AZU1/ELANE/BST2/TUSC2",10,"REM_vs_REL"
"GO:0070943","neutrophil-mediated killing of symbiont cell","3/241","14/18805",0.214285714285714,16.7205097806758,6.70430184863982,0.000681623010905159,0.140236204030199,0.131999667898322,"AZU1/ELANE/TUSC2",3,"REM_vs_REL"
"GO:1903900","regulation of viral life cycle","7/241","115/18805",0.0608695652173913,4.74959408262674,4.59543245706976,0.000705240732994164,0.140236204030199,0.131999667898322,"P4HB/RAD23A/CLEC4G/ADARB1/BSG/BCL2/BST2",7,"REM_vs_REL"
"GO:0001562","response to protozoan","4/241","32/18805",0.125,9.75363070539419,5.64669372773035,0.000713617448206326,0.140236204030199,0.131999667898322,"CCDC88B/BATF/IRF8/GBP2",4,"REM_vs_REL"
"GO:0002444","myeloid leukocyte mediated immunity","7/241","116/18805",0.0603448275862069,4.70864930605237,4.56509261926018,0.000742488073193478,0.140236204030199,0.131999667898322,"PRAM1/STXBP2/ITGB2/VAMP8/AZU1/ELANE/TUSC2",7,"REM_vs_REL"
"GO:1990778","protein localization to cell periphery","13/241","362/18805",0.0359116022099447,2.80214804795855,3.94481672271945,0.000836937114276715,0.140236204030199,0.131999667898322,"RHOG/PRAM1/LAMA5/VAMP8/VAMP5/TMEM150A/EHD1/BSG/PALM/RAB8A/ATP2B4/EPB41/TSPAN33",13,"REM_vs_REL"
"GO:0045059","positive thymic T cell selection","3/241","15/18805",0.2,15.6058091286307,6.4477133726615,0.000843993625775666,0.140236204030199,0.131999667898322,"CD3E/CD3D/CD3G",3,"REM_vs_REL"
"GO:0051481","negative regulation of cytosolic calcium ion concentration","3/241","15/18805",0.2,15.6058091286307,6.4477133726615,0.000843993625775666,0.140236204030199,0.131999667898322,"ATP2B1/SMAD3/BCL2",3,"REM_vs_REL"
"GO:0070942","neutrophil mediated cytotoxicity","3/241","16/18805",0.1875,14.6304460580913,6.21464161968033,0.00102897129272685,0.152181412536007,0.143243294796575,"AZU1/ELANE/TUSC2",3,"REM_vs_REL"
"GO:0006909","phagocytosis","10/241","238/18805",0.0420168067226891,3.27853132954427,4.03060720558709,0.00103294114712755,0.152181412536007,0.143243294796575,"CDC42SE1/IRF8/CYBA/SLAMF1/ITGB2/AZU1/PRTN3/ELANE/XKR8/TUSC2",10,"REM_vs_REL"
"GO:0002768","immune response-regulating cell surface receptor signaling pathway","13/241","372/18805",0.0349462365591398,2.72682148752956,3.83282301072303,0.00107252869608028,0.152181412536007,0.143243294796575,"PRAM1/SPPL3/IRF3/CYBA/CD3E/CD3D/CD3G/PRKCQ/BCL2/LAX1/THEMIS2/FOSL2/CMTM3",13,"REM_vs_REL"
"GO:0046631","alpha-beta T cell activation","9/241","201/18805",0.0447761194029851,3.49383786461881,4.0500551830175,0.00117670424546898,0.152181412536007,0.143243294796575,"STAT5A/BATF/CLEC4G/CD3E/CD3D/CD3G/PRKCQ/BCL2/FOSL2",9,"REM_vs_REL"
"GO:0002520","immune system development","9/241","202/18805",0.0445544554455446,3.47654163756625,4.03206652061985,0.00121812821436296,0.152181412536007,0.143243294796575,"IRAK3/PRDX2/BATF/CD3E/SMAD3/BCL2/XKR8/NSD2/HOXA3",9,"REM_vs_REL"
"GO:0070254","mucus secretion","3/241","17/18805",0.176470588235294,13.7698315840859,6.00160235442728,0.00123769650122187,0.152181412536007,0.143243294796575,"CYBA/VAMP8/FOSL2",3,"REM_vs_REL"
"GO:0033619","membrane protein proteolysis","5/241","64/18805",0.078125,6.09601919087137,4.65288720104101,0.00136676357013146,0.152181412536007,0.143243294796575,"APOE/SPPL3/CLPP/PRTN3/PRKCQ",5,"REM_vs_REL"
"GO:0048524","positive regulation of viral process","5/241","64/18805",0.078125,6.09601919087137,4.65288720104101,0.00136676357013146,0.152181412536007,0.143243294796575,"P4HB/RAD23A/CLEC4G/ADARB1/BSG",5,"REM_vs_REL"
"GO:0030098","lymphocyte differentiation","14/241","432/18805",0.0324074074074074,2.52871907176886,3.66249788256874,0.00142795273667607,0.152181412536007,0.143243294796575,"KAT2A/STAT5A/PRDX2/BATF/FLT3LG/CLEC4G/IRF8/SLAMF1/CD3E/CD3D/CD3G/BCL2/FOSL2/TUSC2",14,"REM_vs_REL"
"GO:0045428","regulation of nitric oxide biosynthetic process","5/241","65/18805",0.0769230769230769,6.00223428024258,4.60292369912027,0.00146542520063236,0.152181412536007,0.143243294796575,"APOE/NOSIP/ITGB2/SMAD3/ATP2B4",5,"REM_vs_REL"
"GO:0033631","cell-cell adhesion mediated by integrin","3/241","18/18805",0.166666666666667,13.0048409405256,5.80579648003521,0.00147125513616227,0.152181412536007,0.143243294796575,"FERMT3/CD3E/PIEZO1",3,"REM_vs_REL"
"GO:0002429","immune response-activating cell surface receptor signaling pathway","12/241","340/18805",0.0352941176470588,2.75396631681718,3.71863809562095,0.00152377268540575,0.152181412536007,0.143243294796575,"PRAM1/SPPL3/IRF3/CYBA/CD3E/CD3D/CD3G/BCL2/LAX1/THEMIS2/FOSL2/CMTM3",12,"REM_vs_REL"
"GO:0019058","viral life cycle","11/241","295/18805",0.0372881355932203,2.90955763415149,3.76650399180271,0.00154254203394116,0.152181412536007,0.143243294796575,"APOE/P4HB/RAD23A/CLEC4G/DYNLT1/SLAMF1/ADARB1/VAMP8/BSG/BCL2/BST2",11,"REM_vs_REL"
"GO:0080164","regulation of nitric oxide metabolic process","5/241","67/18805",0.0746268656716418,5.82306310769802,4.50605606763841,0.00167834531993843,0.16056170227411,0.151131382398283,"APOE/NOSIP/ITGB2/SMAD3/ATP2B4",5,"REM_vs_REL"
"GO:0002283","neutrophil activation involved in immune response","3/241","19/18805",0.157894736842105,12.3203756278663,5.62494579635784,0.00173067995169686,0.160698723750206,0.151260356149853,"PRAM1/STXBP2/ITGB2",3,"REM_vs_REL"
"GO:0002523","leukocyte migration involved in inflammatory response","3/241","21/18805",0.142857142857143,11.1470065204505,5.30092194904565,0.0023310021077311,0.204415934836307,0.192409910822365,"SLAMF1/ITGB2/ELANE",3,"REM_vs_REL"
"GO:0098760","response to interleukin-7","3/241","21/18805",0.142857142857143,11.1470065204505,5.30092194904565,0.0023310021077311,0.204415934836307,0.192409910822365,"STAT5A/P4HB/FOSL2",3,"REM_vs_REL"
"GO:0015671","oxygen transport","8/567","15/18805",0.533333333333333,17.6884185773075,11.4005412063304,3.47344472237163e-09,1.46081578068394e-05,1.38257562291564e-05,"HBM/HBQ1/IPCEF1/BPGM/CYGB/HBZ/HBA2/HBA1",8,"DX_vs_REL"
"GO:0015669","gas transport","9/567","22/18805",0.409090909090909,13.5678210678211,10.39960621917,6.77558339834851e-09,1.46081578068394e-05,1.38257562291564e-05,"HBM/HBQ1/IPCEF1/BPGM/CYGB/HBZ/HBA2/HBA1/RHAG",9,"DX_vs_REL"
"GO:0030099","myeloid cell differentiation","33/567","455/18805",0.0725274725274725,2.40543054828769,5.35087860323465,3.33900599540428e-06,0.00479926461739441,0.00454221973480083,"STAT5A/JAG1/CEBPB/FAXDC2/ZNF385A/RASSF2/ZBTB46/TFE3/ZBTB7A/IRF8/NCOA6/LTBR/BATF/FOS/MEIS1/MEF2C/ARNT/GPR183/KAT8/CBFA2T3/FSTL3/PRTN3/SH3PXD2A/BPGM/CHMP5/CSF3R/INHBA/TPM4/FOSL2/RHAG/HOXA5/HOXA7/HOXA9",33,"DX_vs_REL"
"GO:1903706","regulation of hemopoiesis","31/567","436/18805",0.0711009174311927,2.35811772891284,5.05901481391833,9.83696757695144e-06,0.0106042510479537,0.0100362956041686,"KAT2A/STAT5A/TNFSF9/JAG1/CEBPB/FAXDC2/RASSF2/ZBTB46/SMARCD3/TFE3/SMARCC1/CD27/BATF/FOS/MEIS1/MEF2C/IL4R/IKZF3/ARNT/ACTB/FSTL3/RASGRP1/METTL3/FGL2/CSF3R/INHBA/LAG3/HOXA5/HOXA7/HOXA9/IL12RB1",31,"DX_vs_REL"
"GO:0042832","defense response to protozoan","7/567","29/18805",0.241379310344828,8.00553426990209,6.65681929134572,1.91224389828805e-05,0.016077002895892,0.0152159311169255,"CCDC88B/IRF8/BATF/IL4R/BPGM/GBP2/CLEC7A",7,"DX_vs_REL"
"GO:0007159","leukocyte cell-cell adhesion","30/567","433/18805",0.069284064665127,2.29786038100126,4.81750029600418,2.23705977215566e-05,0.016077002895892,0.0152159311169255,"FERMT3/CCDC88B/STAT5A/TNFSF9/CD70/CEBPB/ITGA5/SMARCD3/SMARCC1/CD27/TNFAIP8L2/IL4R/AKT1/EZR/ACTB/CD44/PYCARD/ELANE/ITGB2/CD3E/RASGRP1/CD6/CD5/HSPD1/RIPOR2/FGL2/LAG3/LAX1/IL12RB1/OLR1",30,"DX_vs_REL"
